TICID,Tmag,RA,Dec,Nsector
38633459,10.96,64.9969,-60.916,18
38633462,12.99,65.0557,-60.9186,29
38633493,8.03,64.9986,-61.0057,17
38633580,11.0,65.1301,-61.3054,25
38633847,11.31,65.1288,-62.1113,23
38634014,9.73,65.0104,-62.5489,13
38634033,11.21,65.0818,-62.6113,25
38634085,16.86,65.1657,-62.7502,21
38634087,11.11,64.9755,-62.7641,25
38634217,7.49,65.0794,-63.1738,35
38634757,9.31,65.0082,-64.7994,25
38634770,10.97,65.0502,-64.8318,17
38635270,11.6,65.2487,-65.6738,13
38635641,11.03,65.2192,-64.5541,13
38635760,10.7,65.3148,-64.1808,25
38635849,11.33,65.3528,-63.9306,13
38635856,9.4,65.2892,-63.9001,33
38678868,8.21,65.4048,-62.1219,32
38679058,11.99,65.3246,-61.5064,25
38679565,12.69,65.3537,-59.8979,17
38680052,15.74,65.5289,-61.3685,18
38680102,12.39,65.4724,-61.5363,13
38680132,13.32,65.6781,-61.6326,34
38680230,9.72,65.527,-61.9161,23
38680567,11.31,65.5316,-62.9384,22
38680734,4.38,65.4734,-63.3852,35
38681518,14.33,65.6772,-65.575,13
38682119,14.14,65.8323,-64.6055,13
38682869,10.58,65.9159,-62.4278,23
38695861,11.39,65.7511,-60.4548,20
38696105,10.5,66.1362,-60.1299,21
38696111,11.34,65.9475,-60.1605,20
38696264,8.36,66.1215,-60.6585,18
38696355,10.95,66.074,-60.8841,25
38696814,9.84,65.9408,-62.3675,23
38696898,11.1,66.0447,-62.6443,23
38697111,8.63,65.9732,-63.2986,35
38697411,9.97,66.0633,-64.1873,22
38697412,8.59,66.0539,-64.1894,33
38697444,8.59,66.0547,-64.2639,33
38697821,11.22,66.1023,-65.3732,13
38698083,7.67,66.3649,-65.8129,34
38698680,12.09,66.3298,-64.106,13
38698692,7.29,66.2872,-64.078,33
38698751,13.49,66.3776,-63.9286,33
38699083,12.75,66.2023,-63.0349,34
38699470,11.0,66.2094,-61.8635,13
38699545,7.72,66.3036,-61.6214,34
38699578,10.55,66.3911,-61.4773,13
38699658,4.5,66.272,-61.238,35
38699825,8.3,66.3975,-60.7568,27
38707340,12.11,66.4546,-60.5123,13
38707423,10.94,66.5446,-60.7432,25
38707482,10.49,66.4326,-60.9232,25
38707633,11.13,66.525,-61.356,13
38707757,9.63,66.5579,-61.7318,34
38707774,10.33,66.5145,-61.7912,25
38707949,9.84,66.4446,-62.2661,20
38708042,9.98,66.5047,-62.5507,23
38709037,12.02,66.415,-65.4426,25
38709112,11.13,66.6333,-65.6737,13
38709334,12.48,66.8804,-65.5824,14
38709365,9.54,66.7177,-65.492,13
38709750,16.75,66.7523,-64.4285,22
38709988,12.0,66.6597,-63.7513,24
38710225,9.86,66.7384,-63.0778,25
38710712,8.9,66.783,-61.712,25
38711529,11.32,67.0503,-60.3594,13
38711614,11.37,66.9335,-60.628,22
38759499,8.68,66.985,-61.8078,25
38759628,10.5,67.0263,-62.1547,34
38759751,4.89,66.9416,-62.5212,33
38760605,10.15,67.044,-64.8654,13
38760820,10.71,67.1171,-65.4795,26
38760904,7.78,67.089,-65.7112,26
38761335,10.8,67.2023,-65.0123,25
38761384,8.41,67.238,-64.9025,13
38761440,9.83,67.3457,-64.7389,24
38762657,8.26,67.3523,-61.2187,34
38762664,9.44,67.1709,-61.2001,25
38763021,8.54,67.3197,-60.2678,32
38763180,10.66,67.4518,-60.0419,26
38763320,11.56,67.5431,-60.4377,13
38763326,9.95,67.5075,-60.4437,13
38810787,10.29,67.5341,-63.3935,13
38811269,12.04,67.4486,-64.7943,15
38811498,8.02,67.3874,-65.3774,34
38812501,9.93,67.6855,-64.0015,26
38812653,10.58,67.6535,-63.6079,13
38813141,8.48,67.6941,-62.3793,32
38813375,11.41,67.8193,-61.7111,25
38813816,16.24,67.7374,-60.7567,22
38814733,10.54,67.9548,-61.5019,25
38815302,9.84,67.8772,-62.9296,23
38815338,13.36,67.9496,-63.0205,23
38815522,11.32,67.8861,-63.466,22
38815574,11.16,68.1119,-63.5735,21
38824274,11.35,68.0528,-64.2666,13
38824311,9.29,67.9065,-64.3371,25
38824355,13.02,67.9772,-64.4461,32
38824524,11.84,67.9743,-64.8707,25
38825084,10.81,68.2622,-65.6536,26
38825397,8.0,68.1219,-64.8535,13
38826026,10.66,68.1535,-63.2564,22
38827175,9.23,68.1215,-60.3118,35
38827449,11.1,68.4068,-60.2097,26
38827910,9.75,68.4859,-61.4878,33
38828272,11.99,68.4858,-62.1472,24
38828284,12.59,68.4919,-62.1757,13
38828538,4.91,68.3898,-62.8238,32
38828619,5.38,68.387,-63.0291,21
38828734,11.28,68.5569,-63.3111,32
38828908,11.76,68.5095,-63.7441,13
38842861,12.43,68.7387,-65.4312,22
38843381,11.06,68.6882,-64.0807,26
38843695,10.92,68.7256,-63.2357,23
38844268,11.22,68.7526,-61.7472,23
38844392,13.75,68.7416,-61.4345,16
38844604,8.97,68.6401,-60.8029,35
38845357,16.43,68.9116,-61.0929,22
38845575,10.22,68.9,-61.6619,23
38846146,8.48,68.9957,-63.1725,21
38846471,10.0,68.8813,-63.9161,13
38846515,10.32,68.9599,-64.027,34
38846531,11.12,68.8656,-64.0957,14
38875458,10.21,68.9357,-64.1098,26
38876195,11.28,69.0317,-65.8661,23
38876968,11.29,69.2878,-64.3398,13
38877461,10.72,69.234,-63.0169,22
38877496,9.59,69.1719,-62.9148,31
38877693,0.87,69.1893,-62.0775,34
38905525,10.85,69.2647,-60.6667,26
38905538,12.78,69.2757,-60.6299,13
38905722,10.02,69.2829,-60.1327,13
38905773,15.16,69.1844,-60.0169,18
38906005,9.61,69.4425,-60.5233,20
38907305,10.49,69.5451,-64.064,13
38907321,11.38,69.3683,-64.1018,25
38907328,8.89,69.3906,-64.1221,34
38908257,9.94,69.6187,-65.7081,13
38908399,9.19,69.6035,-65.4088,22
38908752,9.86,69.7208,-64.7103,25
38908923,10.23,69.6032,-64.2872,13
38909083,10.19,69.6641,-63.8979,25
38909096,13.35,69.7243,-63.8577,24
38909361,10.56,69.7759,-63.1793,23
38909487,12.05,69.7796,-62.8732,13
38909490,10.8,69.6722,-62.8555,13
38909532,11.04,69.723,-62.7604,13
38909586,10.91,69.5767,-62.6278,21
38909679,6.59,69.7053,-62.3784,13
38939275,9.48,69.6511,-61.3435,32
38939497,11.33,69.6311,-60.7661,13
38939536,9.9,69.812,-60.6483,13
38939558,10.01,69.6001,-60.6013,13
38939585,14.21,69.6167,-60.4795,24
38940036,9.34,69.8694,-60.6122,29
38940308,12.94,70.0374,-61.413,15
38940539,12.98,69.9015,-62.0324,13
38941452,12.55,69.9977,-63.4939,13
38941653,10.39,70.018,-64.0533,13
38942330,10.77,69.8676,-65.542,24
38942483,10.93,69.8369,-65.8486,26
38942595,11.28,70.2788,-65.8671,13
38942653,13.38,70.1262,-65.7726,13
38942727,10.3,70.1034,-65.6437,25
38942878,11.31,70.1465,-65.4092,13
38943958,10.39,70.2976,-62.8515,24
38943971,8.3,70.2055,-62.8007,33
38954437,12.95,70.2208,-60.9139,32
38954454,10.59,70.1993,-60.8584,23
38954456,8.16,70.2612,-60.8458,32
40183989,9.99,76.8704,-71.1308,32
40185978,11.11,76.9686,-70.4346,20
40274375,13.35,77.106,-68.4395,21
40275183,10.69,76.9181,-68.2602,21
40275791,12.21,76.9628,-68.111,23
40278737,11.13,77.0348,-67.1127,21
40336359,10.53,77.2394,-66.4425,24
40339576,9.53,77.4528,-67.8685,32
40340867,12.26,77.2829,-68.2444,21
40341603,12.64,77.3916,-68.4115,21
40343782,12.06,77.4383,-68.7694,32
40345470,11.87,77.2862,-68.9854,13
40404470,10.01,77.2941,-69.6034,24
40405143,7.92,77.3581,-69.7139,33
40409739,10.88,77.1811,-70.8214,13
40511114,9.74,77.6982,-69.7515,22
40515514,12.55,77.4951,-69.1172,31
40516899,11.98,77.4711,-68.9272,13
40518041,10.37,77.5951,-68.7733,32
40519210,10.66,77.594,-68.6028,13
40520168,11.92,77.5891,-68.4214,21
40523773,12.89,77.7157,-67.174,22
40601527,11.25,77.5542,-66.0011,21
40602927,8.5,77.8047,-66.6879,25
40603917,11.74,77.967,-67.166,30
40603990,12.36,78.0355,-67.2052,19
40612150,11.9,77.8373,-69.161,19
40666957,9.85,77.8431,-70.4343,23
40716679,3.72,78.4397,-67.185,30
40717315,10.13,78.508,-67.452,19
40717334,11.41,78.4766,-67.4576,30
40717592,10.43,78.4187,-67.5757,31
40793484,8.57,78.4307,-69.0056,31
40795195,9.77,78.6316,-69.2315,20
40795915,12.85,78.4424,-69.3247,32
40800157,10.63,78.6214,-69.9548,13
40802388,9.94,78.5534,-70.4543,25
40806371,10.4,78.7295,-71.7058,22
40893005,9.81,78.8922,-70.5008,20
40895175,9.43,78.9216,-70.0445,21
40895303,12.06,78.7171,-70.0232,13
40897656,9.39,78.7052,-69.6636,23
41029088,9.54,90.2295,-70.2754,24
41029133,10.39,90.237,-70.312,24
41029585,13.31,90.1646,-70.7366,13
41030714,11.01,90.1973,-71.825,24
41030783,9.72,90.2352,-71.9327,33
41030824,8.81,90.4616,-71.9588,13
41031598,10.59,90.4173,-71.1664,24
41034345,10.71,90.4,-68.6675,27
41035485,8.32,90.4308,-67.8638,14
41089123,11.19,90.7843,-69.8891,13
41107892,11.12,90.7585,-70.7417,20
41112771,9.09,90.9366,-68.5271,20
41168549,14.94,91.3591,-65.9978,19
41172972,9.77,91.288,-69.3017,18
41173537,11.55,91.2973,-69.7994,33
41173667,8.13,91.3987,-69.9151,30
41174274,9.37,91.3655,-70.4627,22
41226271,9.87,91.6851,-70.8269,24
41226614,9.48,91.7125,-70.537,24
41226621,11.26,91.7581,-70.5291,21
41227743,10.71,91.5198,-69.4202,28
41227922,8.71,91.5848,-69.2583,20
41229199,10.84,91.5097,-68.2464,18
41230564,5.52,91.7105,-67.2833,21
41231040,12.87,91.7832,-66.9435,17
41232189,5.75,91.5393,-66.0394,18
41232835,10.17,91.9808,-66.3597,14
41256240,9.23,91.9358,-69.3444,21
41256266,11.33,92.0074,-69.3667,17
41258782,17.09,91.963,-71.7586,20
41259424,8.42,92.2639,-71.5062,32
41259805,8.85,92.1222,-71.1199,24
41331819,5.13,92.1835,-68.8433,26
41338480,8.77,92.6518,-67.9612,19
41358832,13.9,92.6441,-68.9977,17
41359534,10.62,92.6453,-69.5968,21
41361145,11.55,92.4115,-71.1647,21
41361147,11.64,92.4085,-71.1661,21
41364284,7.69,92.8391,-69.7599,21
41463056,11.77,93.2733,-68.2358,30
41463058,12.78,93.275,-68.2365,19
41463262,13.51,92.9984,-68.3513,20
41464373,8.07,93.1624,-69.24,28
41464376,9.95,93.0281,-69.2409,16
41464526,9.02,93.2636,-69.3742,21
41464899,10.81,93.0855,-69.7178,21
41483281,10.24,93.5508,-70.1989,22
41484615,9.25,93.5538,-69.0288,23
41485573,11.28,93.4165,-68.2386,19
41487605,6.85,93.4207,-66.6797,24
41488282,8.02,93.284,-66.0456,15
41529304,10.81,93.77,-68.0681,27
41529307,11.89,93.6703,-68.07,18
41530565,8.98,93.7422,-69.1334,22
41532123,8.25,93.7556,-70.4603,28
41532261,8.73,93.7112,-70.5988,30
41533313,5.55,93.728,-71.6559,32
41533357,6.07,93.7747,-71.7024,32
41587424,9.95,93.9473,-69.6114,23
41590169,11.57,94.1069,-67.221,18
41590715,8.56,93.9288,-66.758,21
41591173,7.4,93.9145,-66.2922,15
41596872,9.41,94.4026,-70.7992,23
47577452,8.14,278.3857,52.8877,14
47727051,8.16,279.3636,53.1863,14
47756052,9.61,279.9684,53.7774,13
47875421,15.48,280.4911,53.638,16
47973606,12.56,281.4609,52.4634,13
48021750,8.15,281.702,53.6685,13
48022676,5.95,281.6796,52.9879,14
48194330,4.79,282.8954,52.9764,14
48415693,12.83,283.9241,53.7116,14
55241817,12.3,76.1675,-65.6351,13
55242082,12.7,76.1856,-65.3897,13
55269690,11.11,76.2403,-63.818,34
55269822,8.92,76.15,-63.5958,25
55269981,11.82,76.2579,-63.3004,33
55270025,10.25,76.2776,-63.2167,21
55270064,11.84,76.2823,-63.1389,13
55270123,9.31,76.2943,-63.0269,24
55270896,10.58,76.2415,-61.0665,13
55271188,10.06,76.2756,-60.1366,20
55271423,14.63,76.5519,-60.3557,25
55271890,11.34,76.5061,-61.5704,13
55271891,10.49,76.5035,-61.5721,26
55272070,8.95,76.5402,-62.044,34
55272118,12.18,76.4463,-62.1663,13
55272169,11.44,76.4278,-62.2833,21
55272262,10.4,76.5048,-62.4552,24
55272404,7.22,76.5465,-62.7876,31
55272549,10.97,76.4606,-63.0984,13
55272819,9.21,76.4808,-63.5894,33
55274473,12.08,76.3761,-65.5969,13
55291546,9.34,76.8381,-64.8281,22
55293304,10.63,76.7485,-63.5095,25
55293744,7.58,76.6602,-63.1487,24
55294570,10.5,76.6727,-62.3525,25
55295028,9.33,76.804,-61.805,34
55295030,9.65,76.6839,-61.8018,13
55295368,9.87,76.6959,-61.3192,33
55296056,9.41,76.7403,-60.2209,30
55296811,11.81,77.0023,-60.802,23
55297416,11.47,77.0154,-61.6906,33
55298271,8.18,76.8636,-62.75,31
55298744,13.2,77.0464,-63.2418,13
55298910,3.08,76.892,-63.4,31
55363479,11.37,76.9876,-64.8964,14
55366186,10.98,77.2088,-64.7631,23
55366779,8.28,77.2653,-63.9412,32
55367245,10.01,77.2246,-63.221,13
55367248,11.3,77.1031,-63.2146,22
55367591,12.15,77.2861,-62.5176,22
55367907,10.57,77.2963,-61.826,13
55368519,9.23,77.2432,-60.1764,13
55368621,11.62,77.445,-60.0017,24
55368744,11.65,77.4304,-60.3661,13
55368763,10.16,77.391,-60.4363,13
55369219,9.26,77.5086,-61.5997,20
55369263,9.33,77.5263,-61.7345,32
55369410,10.14,77.4143,-62.103,13
55369456,9.77,77.5012,-62.2272,13
55369613,8.7,77.3709,-62.564,25
55383814,7.36,77.4057,-63.7768,32
55383975,11.26,77.3836,-64.026,31
55384838,8.23,77.332,-65.1289,23
55385205,10.29,77.5074,-65.4147,21
55386818,12.0,77.5785,-65.3954,21
55388535,9.78,77.6637,-63.3734,13
55398886,8.57,70.4376,-65.9079,32
55398925,11.38,70.4859,-65.8187,13
55398952,9.86,70.3931,-65.7815,13
55399276,10.73,70.3974,-65.0932,33
55399441,13.62,70.5328,-64.6559,24
55399514,9.1,70.3284,-64.4729,13
55399549,10.35,70.4002,-64.4005,13
55400261,8.42,70.5409,-62.3849,29
55401458,11.56,70.3999,-61.3166,13
55401488,8.47,70.4358,-61.2191,13
55401489,8.37,70.4386,-61.2177,13
55401680,8.0,77.9797,-60.655,21
55402208,7.99,78.0424,-62.0397,32
55402324,11.33,77.895,-62.2903,13
55402580,8.17,77.8438,-62.8176,31
55404385,6.61,78.0134,-65.1753,30
55405087,12.36,78.042,-65.6916,13
55450286,9.85,70.3529,-60.0251,13
55450839,12.99,70.7757,-61.4834,13
55450888,8.13,70.5834,-61.6194,26
55450951,8.96,70.6833,-61.807,13
55451697,9.92,70.7188,-62.6513,13
55451820,9.6,70.6533,-62.9604,13
55451838,9.87,70.668,-62.9963,13
55451914,10.69,70.7634,-63.2091,24
55451918,7.63,70.5879,-63.2154,23
55452078,10.33,70.6844,-63.7045,23
55452212,16.94,70.5401,-64.1378,20
55452503,9.42,70.635,-64.9046,25
55452577,9.59,70.6855,-65.0722,21
55452918,11.12,70.5432,-65.7658,24
55452935,9.88,70.5613,-65.7975,13
55453219,8.83,70.9957,-65.5041,13
55453391,13.58,70.9486,-65.1496,32
55453775,11.7,70.8636,-64.201,13
55454149,9.12,70.8526,-63.1627,22
55455221,9.78,70.7872,-60.8817,24
55476838,11.01,71.0984,-60.582,13
55476866,11.14,71.0513,-60.6598,24
55478023,5.56,71.2411,-63.2297,34
55478102,11.81,71.1641,-63.4237,23
55478222,8.08,71.2127,-63.7797,32
55478693,8.01,71.2144,-64.9763,22
55479529,14.4,71.2931,-65.4091,24
55481208,9.61,71.3832,-61.1235,14
55481273,13.63,71.3017,-60.9017,24
55497082,8.28,71.5509,-60.0176,32
55497209,10.49,71.7495,-60.345,13
55497265,11.79,71.6857,-60.5675,13
55497266,9.97,71.7076,-60.569,13
55497281,7.2,71.7184,-60.6027,34
55497576,11.16,71.6149,-61.518,24
55498044,11.41,71.6563,-62.6854,22
55498515,11.48,71.6477,-63.9565,23
55498904,11.33,71.7455,-64.9088,25
55499867,13.36,71.9312,-65.1785,25
55500825,7.47,71.8137,-62.8292,34
55500832,11.34,71.8941,-62.8148,13
55500860,9.29,71.7819,-62.7289,25
55501140,11.81,71.849,-61.9802,19
55501264,10.95,71.8971,-61.6071,24
55501315,6.9,71.8412,-61.4763,32
55501960,5.78,72.196,-60.259,32
55522986,10.01,72.0958,-60.9648,24
55523180,9.62,72.2065,-61.4014,13
55523322,10.95,72.1998,-61.7668,13
55523390,11.36,72.0792,-61.9824,35
55523561,8.22,72.0655,-62.4282,30
55523592,8.41,72.1309,-62.4835,13
55523840,11.31,72.092,-63.1727,13
55524055,11.84,72.0537,-63.6953,19
55524640,12.71,72.2227,-64.9508,14
55525518,13.92,72.7019,-60.7923,34
55525557,12.61,72.6936,-60.8839,13
55525572,9.85,72.694,-60.9055,31
55525781,9.15,72.6707,-61.5223,29
55526343,9.06,72.4981,-63.1649,21
55526602,9.87,72.5196,-63.769,23
55527074,10.66,72.6272,-64.7245,13
55527661,8.79,72.4913,-65.6195,33
55528079,11.14,72.8913,-65.7868,13
55555122,12.96,72.9546,-65.5384,21
55555531,10.12,72.9525,-64.8767,13
55556127,13.16,72.8728,-63.6701,24
55556721,10.97,72.8004,-62.2112,26
55556732,9.95,72.8923,-62.1804,34
55556797,11.39,72.8007,-62.0313,22
55557135,15.99,72.8775,-61.1724,27
55557672,12.92,73.0573,-60.2735,13
55557707,10.77,73.0714,-60.394,13
55557836,9.06,73.1245,-60.7509,25
55557848,8.63,72.9736,-60.7837,22
55557925,9.16,72.981,-60.9674,13
55558113,8.65,73.0976,-61.54,31
55558686,11.07,73.0616,-63.0626,13
55558734,8.69,73.2017,-63.2021,25
55559067,8.65,73.0626,-63.9416,28
55559079,13.14,72.9816,-63.9745,21
55559618,10.75,73.1381,-64.9286,21
55601455,11.33,73.4189,-65.7939,13
55601705,13.13,73.2844,-65.5154,21
55602946,11.29,73.2536,-63.3359,13
55603187,11.2,73.3807,-62.7704,13
55603433,12.53,73.3462,-62.0864,20
55603501,9.21,73.2685,-61.8918,27
55603918,8.7,73.2918,-60.8294,25
55604222,10.02,73.3037,-60.0557,13
55604274,8.04,73.5677,-59.9433,22
55604328,10.23,73.6651,-60.117,13
55604374,11.79,73.6575,-60.2345,26
55604441,8.4,73.6271,-60.4143,26
55604447,13.25,73.4959,-60.4254,13
55604793,10.05,73.523,-61.3201,25
55605752,16.38,73.4898,-63.7047,25
55606568,9.99,73.4526,-65.069,25
55649312,9.87,73.7578,-64.9617,13
55649929,7.8,73.7932,-63.9588,32
55650170,10.2,73.8468,-63.4509,25
55650407,15.03,73.8642,-62.9783,25
55650494,12.41,73.8469,-62.7499,13
55650590,12.43,73.7387,-62.5216,34
55651278,12.51,73.9001,-60.8616,32
55651429,10.43,73.7175,-60.4598,13
55651765,15.44,74.012,-60.3481,13
55651766,14.02,74.0138,-60.3481,21
55651790,9.04,73.9898,-60.4189,13
55652035,10.13,73.9975,-61.0946,13
55652063,10.37,74.0031,-61.1669,33
55652231,9.42,74.0659,-61.6175,20
55652594,9.84,74.022,-62.5842,13
55652785,10.13,74.0254,-63.0023,21
55652825,9.65,74.093,-63.1084,34
55652896,11.57,73.9799,-63.2605,34
55653157,11.9,74.1587,-63.7698,22
55653435,13.36,74.0108,-64.2421,22
55659311,9.79,74.1176,-64.4873,19
55659357,8.36,74.0215,-64.5806,31
55660579,11.3,74.2802,-65.8565,22
55661346,12.78,74.258,-65.0966,13
55661424,7.15,74.2773,-65.0157,13
55661983,16.73,74.3857,-64.1677,21
55662510,10.04,74.3699,-63.2039,13
55662550,9.33,74.3004,-63.1296,34
55662942,12.82,74.2307,-62.1641,24
55663141,10.92,74.2329,-61.6602,23
55663264,7.87,74.3709,-61.2873,33
55663484,11.83,74.2392,-60.6874,13
55663720,12.52,74.2118,-60.031,25
55663810,12.25,74.5461,-60.1022,22
55663915,11.93,74.6605,-60.3805,13
55664116,8.31,74.4822,-60.9409,32
55664207,10.4,74.619,-61.1837,25
55664255,10.94,74.5506,-61.3026,13
55664730,9.98,74.5775,-62.5095,13
55664733,10.32,74.4466,-62.5182,24
55741018,7.63,74.59,-63.2137,34
55741025,12.91,74.6088,-63.2266,13
55741235,10.59,74.557,-63.6435,25
55743520,11.72,74.8476,-65.6977,21
55744694,12.02,74.6901,-64.3518,22
55745150,11.07,74.8653,-63.6086,22
55745232,9.55,74.7738,-63.4248,25
55745413,8.92,74.8901,-63.0285,26
55745883,10.2,74.8817,-61.8843,33
55745962,10.65,74.7534,-61.7138,20
55745991,11.53,74.8693,-61.6397,33
55746206,8.09,74.728,-61.1078,26
55746237,14.1,74.8789,-61.021,13
55746262,9.7,74.9044,-60.9541,21
55746724,16.47,75.0328,-60.1245,25
55754844,9.86,75.0771,-61.6758,33
55755059,8.41,75.0375,-62.2789,13
55755223,10.94,75.1251,-62.6377,24
55755266,11.16,74.9265,-62.7356,13
55757565,10.96,75.027,-65.7608,21
55758135,11.28,75.3062,-65.811,21
55758201,10.29,75.3182,-65.7657,33
55758485,8.47,75.3081,-65.5525,32
55758992,9.83,75.3134,-65.074,13
55760319,10.63,75.333,-63.1055,13
55760329,8.48,75.3476,-63.0775,25
55760351,9.55,75.1536,-63.0448,26
55760515,11.13,75.2697,-62.7149,19
55760886,9.44,75.382,-61.794,25
55761028,9.79,75.3721,-61.3951,13
55780996,9.69,75.4849,-60.5119,24
55781202,13.01,75.4703,-61.0251,13
55781680,8.7,75.4063,-62.0892,25
55784840,10.77,75.801,-65.8633,21
55848001,10.85,75.842,-63.6862,13
55848072,10.46,75.706,-63.587,21
55848273,10.89,75.8353,-63.2743,26
55848818,10.97,75.8311,-62.1982,25
55849032,12.78,75.7552,-61.6602,13
55849142,8.25,75.8263,-61.4154,34
55849446,9.27,75.7339,-60.6785,26
55850237,10.45,76.0271,-61.0959,21
55850410,10.74,76.0175,-61.517,21
55850719,8.94,76.0966,-62.266,25
55852584,5.61,75.986,-65.0121,31
139369107,11.04,67.2909,-66.2079,22
139369433,11.56,67.3313,-66.939,13
139369436,9.17,67.2278,-66.9482,14
139370537,9.91,67.1482,-69.2528,25
139370701,7.79,67.2684,-69.6122,26
139371053,13.6,67.2621,-70.3325,15
139371265,9.73,67.2902,-70.7757,13
139371600,10.32,67.0641,-71.4643,13
140510714,8.38,66.7822,-77.7797,22
140512085,10.86,66.8966,-74.1804,13
140512200,11.06,66.725,-73.9332,25
140527781,8.03,66.8969,-71.9958,21
140528411,10.27,67.7722,-76.0654,13
140529199,13.95,67.4287,-74.0887,13
140529555,9.22,67.5074,-73.4116,24
140576174,7.9,67.4945,-72.2754,24
140576650,10.47,67.8684,-72.3374,13
140577207,9.48,67.8835,-73.2396,20
140577962,10.9,68.1004,-74.7776,13
140578242,11.2,67.8224,-75.4738,13
140578304,7.59,67.9836,-75.6816,33
140579430,10.62,68.3446,-76.4109,13
140579490,16.03,68.2338,-76.2517,19
140579537,11.02,68.2943,-76.1238,13
140579674,11.17,68.4062,-75.6622,21
140580336,10.51,68.2085,-74.207,13
140580482,8.3,68.5288,-73.9511,34
140580497,12.39,68.2545,-73.9151,34
140580717,10.44,68.3725,-73.472,24
140580875,5.95,68.5643,-73.2084,25
140595903,10.39,68.3292,-72.0895,22
140596513,6.8,68.6463,-72.7335,13
140597518,11.83,68.8577,-74.485,13
140598047,9.36,68.6592,-75.6751,13
140598179,9.08,68.6734,-76.1119,29
140598225,10.87,68.6252,-76.2755,13
140598464,9.49,68.7942,-77.0654,31
140598542,9.14,68.8788,-77.3533,18
140598629,12.28,68.7164,-77.6322,17
140598653,11.77,68.565,-77.7139,17
140599056,10.78,69.1562,-76.596,26
140599284,12.02,69.0799,-75.7995,32
140599377,11.24,69.0691,-75.4747,13
140599972,11.19,69.0184,-73.8927,13
140600147,10.63,69.2201,-73.5248,25
140608230,8.34,71.5296,-77.0206,33
140608539,12.76,71.5436,-76.0364,14
140608905,8.79,71.3575,-75.1399,24
140609648,8.7,71.687,-73.9187,34
140630124,10.76,71.4013,-73.6844,13
140630635,10.95,71.6212,-73.0734,25
140632080,13.1,72.0941,-72.0679,13
140632571,9.09,71.8293,-72.4472,24
140633473,11.12,71.859,-73.2536,13
140633568,10.65,71.7934,-73.3578,13
140635111,9.31,72.0019,-75.7821,16
140635285,9.46,72.0501,-76.2715,13
140635646,10.68,71.8286,-77.3321,25
140635667,11.67,72.0737,-77.4056,25
140636189,9.88,72.4752,-76.933,25
140658982,10.2,72.2302,-73.2712,13
140659172,10.9,72.2709,-73.1122,13
140659350,8.72,72.2891,-72.9653,14
140659978,10.74,72.4543,-72.4631,25
140659980,8.98,72.4735,-72.4627,21
140661368,8.74,72.7046,-72.424,33
140661595,10.6,72.5147,-72.5734,24
140663885,9.95,72.7373,-74.9805,13
140664260,10.16,72.8116,-75.5973,22
140687214,12.13,73.2069,-76.3395,24
140687382,8.98,72.9086,-75.9122,13
140687446,9.47,73.0013,-75.7759,26
140687826,8.47,73.2839,-75.0176,31
140688867,9.17,72.9818,-73.7183,13
140688941,8.78,72.9411,-73.6274,13
140689204,13.9,73.0392,-73.3636,35
140689601,16.27,72.9663,-73.0468,21
140689653,7.36,73.0156,-72.9947,34
140690428,5.78,73.2725,-72.4059,32
140691463,12.02,73.7016,-76.6806,26
140691843,10.47,74.0027,-75.7213,13
140692280,4.07,73.7974,-74.9364,33
140754797,10.03,73.9736,-74.2812,13
140755216,8.17,73.8533,-73.7616,33
140757571,13.18,74.3423,-72.1211,21
140757590,11.8,74.2814,-72.1318,14
140758595,11.86,74.3449,-72.9623,13
140758953,13.34,74.0973,-73.2769,32
140760006,11.47,74.3916,-74.4071,24
140760164,9.13,74.2527,-74.5838,13
140760434,10.78,74.1305,-74.9203,23
140760614,10.77,74.2789,-75.1714,24
140761142,10.14,74.1879,-76.201,13
140761239,9.95,74.1368,-76.5096,13
140761757,11.85,74.8342,-77.8451,23
140761948,10.43,74.7008,-77.2488,13
140797464,11.12,74.7856,-75.37,13
140797786,9.89,74.7312,-74.9166,14
140800765,8.02,74.7115,-72.1251,20
140801831,10.17,74.9279,-72.5793,13
