TICID,Tmag,RA,Dec,Nsector
232634683,10.05,269.4958,55.102,29
232634867,5.98,269.3802,54.6654,29
232635891,5.55,281.2309,54.8972,20
232635922,12.8,281.1361,54.9498,20
232635986,9.95,281.2548,55.0306,13
232636593,11.56,281.1192,55.9051,13
232636705,13.76,281.2485,56.0978,24
232636773,9.65,281.3037,56.2052,13
232637164,7.89,281.123,56.779,29
232637257,10.88,281.2423,56.8901,24
232637376,7.78,281.2214,57.0881,17
232637510,7.17,281.1293,57.2858,19
232640721,11.37,281.3611,57.2512,18
232640967,13.68,281.4007,56.9132,24
232641326,11.58,281.4492,56.3817,19
232641526,8.82,281.4906,56.1035,24
232643188,9.94,281.6263,54.0298,14
232643392,9.69,281.6143,54.277,17
232644906,10.45,281.5613,56.4954,13
232644908,10.01,281.586,56.4966,13
232644915,10.19,281.7333,56.5062,16
232645112,13.42,281.5532,56.8143,24
232646245,11.8,281.6921,58.5832,22
232646673,7.73,281.7368,59.3314,27
232646723,10.14,281.6858,59.3952,25
232646745,10.72,281.5816,59.4289,19
232647621,8.46,281.8816,58.9544,25
232647747,11.09,281.9422,58.7551,23
232649005,11.29,281.7842,56.8548,13
232649213,14.13,281.7476,56.5651,20
232649377,10.98,281.8127,56.3367,20
232649445,10.73,281.8727,56.2452,13
232649744,13.17,281.8035,55.7858,27
232649745,8.38,281.8376,55.7847,25
232649837,17.12,281.745,55.6414,26
232650035,13.92,281.7656,55.3783,23
232650365,11.96,281.7677,54.9108,19
232652205,16.75,282.0913,55.2737,15
232671983,11.64,282.1055,55.7197,20
232672408,8.49,281.9575,56.3832,13
232673365,10.36,282.0545,57.8604,23
232673962,10.87,282.074,58.8572,13
232674864,13.43,282.1748,59.4556,21
232674891,13.92,282.2134,59.4148,20
232676321,12.87,282.2969,57.1267,17
232676547,9.41,282.2434,56.7674,21
232677029,11.31,282.1663,56.0302,23
232677093,11.3,282.322,55.9478,28
232680387,9.58,282.5447,56.3176,13
232680472,10.04,282.469,56.4181,13
232681375,11.8,282.4776,57.8088,23
232681393,7.83,282.3652,57.8401,23
232681433,8.8,282.5604,57.9055,27
232681757,8.58,282.4638,58.4421,14
232681995,15.71,282.4011,58.8426,23
232682114,9.91,282.4596,59.02,23
232682362,12.96,282.4532,59.4045,21
232682547,12.78,282.3736,59.6967,21
232682605,16.81,282.3707,59.814,21
232982328,11.67,241.7594,66.8196,23
232982544,5.49,241.5815,67.8105,29
232982558,9.99,241.7639,67.8776,29
232982638,10.28,241.7445,68.2297,23
232982859,9.94,241.5362,69.2423,13
232982938,11.13,241.5622,69.6218,20
232983096,12.45,241.5189,70.362,26
232983098,16.26,241.5262,70.374,26
232983372,9.6,241.6699,71.7556,13
232983846,9.27,242.0728,69.7729,13
232983872,12.45,241.978,69.637,24
232984682,14.33,241.9931,66.1195,15
232985036,8.61,242.3799,67.365,26
233005115,10.95,242.3531,68.1577,13
233005511,11.89,242.3451,69.9544,24
233005572,8.01,242.366,70.1946,26
233005605,10.96,242.171,70.3417,23
233005665,10.48,242.1874,70.6394,22
233006012,4.65,247.4914,72.2804,25
233006203,8.42,247.2385,72.9058,24
233006417,10.54,247.4438,73.7544,23
233006700,10.67,247.3243,74.9729,18
233006795,9.59,247.3939,75.3962,22
233006806,12.4,247.3011,75.456,16
233006934,9.93,247.5166,76.0239,15
233007430,5.42,247.6591,77.448,21
233008356,8.75,247.9832,73.6159,28
233008502,11.58,247.7607,73.0568,16
233008631,5.14,247.8669,72.6126,28
233008811,12.02,247.8605,72.0421,19
233008894,10.59,248.286,72.2051,17
233009109,8.57,248.2533,72.9255,28
233010025,10.94,248.2529,76.5162,13
233010606,10.27,248.5985,76.7719,19
233010801,8.79,248.5565,75.9829,27
233010858,11.0,248.4674,75.6839,17
233010968,11.91,248.4987,75.186,22
233010977,10.93,248.584,75.0989,18
233011331,10.1,248.5112,73.8568,13
233011699,10.45,248.5342,72.562,23
233011886,8.02,248.4766,71.9778,23
233045126,8.92,268.4835,64.6526,22
233045207,10.35,268.4369,64.4155,20
233045220,9.68,268.4915,64.3814,23
233045481,13.29,268.4626,63.6574,18
233045685,7.8,268.3524,63.0709,20
233046041,9.15,268.3014,62.1597,19
233046175,10.05,268.3898,61.826,18
233046463,7.35,268.4021,61.044,27
233046489,11.86,268.4605,60.9852,22
233046903,10.94,268.3622,59.9405,13
233047055,8.84,268.4954,60.2707,18
233047097,12.94,268.6609,60.3564,17
233047376,10.18,268.7365,61.0768,23
233047389,10.65,268.6896,61.0932,19
233047440,10.78,268.6945,61.2753,23
233047442,10.82,268.693,61.2758,23
233047757,9.06,268.5152,62.0334,22
233048469,9.45,268.6369,63.921,17
233048546,15.32,268.6687,64.1361,21
233048851,7.76,268.661,64.9926,22
233049114,13.68,268.7312,65.7601,17
233049247,9.44,268.9128,65.7789,14
233049393,10.54,268.7962,65.3593,15
233049646,10.42,268.854,64.7679,19
233049900,8.36,268.8802,64.0892,23
233050418,10.31,268.7684,62.7873,26
233050534,13.36,268.8916,62.5574,18
233050540,9.12,268.975,62.5475,22
233050813,15.28,268.7655,61.8793,13
233051005,7.22,268.9291,61.3961,13
233051098,9.71,268.7381,61.2184,22
233051157,12.19,268.7983,61.1052,13
233051164,11.47,268.9389,61.0849,13
233051196,11.77,268.9752,61.0236,23
233051228,10.44,268.804,60.9359,13
233051318,9.01,268.9105,60.684,13
233051360,10.08,268.9714,60.5988,23
233051394,10.01,268.9096,60.5013,27
233051536,9.6,268.9357,60.1921,24
233051835,10.91,269.1655,60.3992,28
233051855,12.68,269.1874,60.4463,24
233052000,10.67,269.1319,60.7715,13
233052156,10.27,269.1171,61.1512,20
233052567,9.4,269.0659,62.2078,13
233052659,11.37,269.0291,62.4493,23
233052719,7.13,269.0831,62.6106,26
233052755,10.12,269.0668,62.67,18
233053168,14.23,268.9977,63.7685,20
233053435,9.95,268.9873,64.4534,20
233055406,12.17,269.2522,62.2832,23
233055558,12.01,269.2608,61.9664,23
233055641,13.6,269.4372,61.7593,22
233055967,8.33,269.2934,61.0312,27
233056207,10.22,269.2828,60.489,13
233056547,14.73,269.5189,60.1339,22
233056745,8.98,269.5225,60.566,27
233057038,9.92,269.6205,61.2325,23
233058262,14.67,269.4963,64.0687,17
233058265,11.73,269.4775,64.0691,17
233058441,9.15,269.6514,64.5424,24
233059081,13.64,269.9496,65.5952,14
233059604,7.17,269.7942,64.144,25
233059608,6.89,269.8074,64.1427,25
233060062,9.49,269.8338,63.0459,24
233060064,10.32,269.7258,63.0397,22
233060572,13.37,269.8455,61.8912,26
233060692,9.68,269.9014,61.6144,23
233060794,10.41,269.796,61.3915,23
233060935,12.58,269.8832,61.1117,22
233061961,11.13,270.1745,60.8545,18
233062474,10.02,270.1022,61.9233,22
233062953,9.7,270.0551,62.9929,25
233063121,9.62,269.9841,63.3796,25
233063825,10.38,269.9827,65.1823,15
233064353,11.06,270.4093,65.3758,15
233064975,11.38,270.2164,63.8968,22
233065340,11.71,270.3005,63.0528,21
233066156,10.88,270.2776,61.3472,19
233066644,9.81,270.4047,60.3038,22
233067089,9.34,270.6501,60.4489,18
233067489,11.85,270.5637,61.2523,26
233068267,13.4,270.476,62.9003,22
233068569,12.16,270.558,63.5496,16
233068587,8.16,270.6031,63.5962,26
233068660,11.48,270.5658,63.7562,22
233068870,10.34,270.5717,64.2602,24
233069347,9.61,270.5832,65.356,16
233070089,13.67,270.872,64.6229,18
233070145,12.38,270.7105,64.503,19
233070776,9.19,270.8069,63.114,21
233070995,10.87,270.7764,62.5766,18
233071436,9.95,270.7987,61.5855,16
233071509,10.21,270.7249,61.4199,22
233071535,10.12,270.8978,61.356,22
233071822,10.43,270.8059,60.6751,26
233071926,10.57,270.7393,60.4177,26
233071986,10.81,270.8271,60.2971,19
233072220,8.26,271.1176,60.0735,24
233072899,12.66,271.1528,61.4017,23
233072967,8.08,271.0111,61.5679,26
233073151,9.74,271.1597,61.9279,13
233073319,15.02,271.0981,62.2601,28
233073451,12.7,271.1116,62.5624,16
233073887,10.74,271.0488,63.5569,22
233074272,12.34,271.1367,64.4856,14
233074669,10.97,271.0295,65.3986,16
233075235,6.89,271.3829,65.0822,20
233075376,9.6,271.3413,64.7756,17
233075841,8.15,271.3979,63.6703,21
233076052,10.12,271.3753,63.2264,22
233076309,5.69,271.2429,62.6576,27
233076496,8.14,271.3389,62.2667,21
233076505,10.66,271.2166,62.2396,20
233076668,8.12,271.179,61.8962,26
233078665,12.82,271.6119,62.1768,19
233079659,10.22,271.6384,64.4497,22
233080133,12.1,271.5618,65.7083,14
233080272,8.0,271.7533,65.888,15
233080541,13.28,271.8771,65.2147,20
233080908,5.82,271.6686,64.2214,21
233081670,10.81,271.7819,62.4711,22
233081673,10.72,271.7836,62.4704,22
233081806,13.32,271.8611,62.2115,14
233082732,11.39,271.8287,60.2646,14
233082738,13.09,271.7624,60.2556,24
233083216,10.3,271.9656,60.4955,24
233084447,9.17,272.0882,63.0563,20
233084587,8.77,272.1237,63.3608,24
233085123,9.4,271.931,64.6214,17
233085126,13.64,272.0322,64.6252,16
233085151,8.23,271.9545,64.6768,16
233086272,12.51,272.1661,64.2113,18
233086505,9.15,272.2946,63.6784,15
233086534,10.89,272.1649,63.608,15
233086616,13.84,272.328,63.4057,16
233087027,8.93,272.2126,62.467,21
233087236,10.33,272.2044,61.998,21
233087395,14.4,272.3714,61.6732,20
233087496,10.82,272.3038,61.4686,15
233087534,10.27,272.2641,61.3668,23
233087860,9.95,272.2047,60.6789,28
233087949,8.71,272.2068,60.4856,18
233088316,9.19,272.5287,60.1102,17
233088466,9.43,272.4115,60.3921,28
233088505,9.91,272.5826,60.4768,22
233088905,11.41,272.5849,61.2976,21
233089202,6.71,272.4713,61.8812,26
233089750,9.77,272.5182,63.1399,23
233090373,9.59,272.4643,64.5215,20
233092812,9.82,272.8647,61.5312,25
233093016,14.17,272.6811,61.0985,20
233093251,14.24,272.7426,60.5953,27
233093252,14.05,272.755,60.5934,16
233093355,6.5,272.7797,60.4096,27
233093704,8.7,272.9591,60.151,27
233093714,12.86,273.0868,60.164,15
233094169,12.03,273.0649,61.0806,21
233094446,15.52,272.999,61.6348,24
233095090,9.45,272.9939,63.0389,16
233095596,10.63,272.9452,64.256,19
233096878,13.0,273.1255,64.5046,22
233097226,10.73,273.1689,63.6322,18
233097244,8.19,273.2106,63.6001,23
233097368,8.7,273.2615,63.3447,22
233097802,10.32,273.1613,62.4655,13
233098055,9.63,273.1711,61.9429,26
233098282,12.76,273.3012,61.4174,18
233098331,10.61,273.1904,61.327,16
233098914,10.21,273.184,60.149,21
233120549,15.8,273.4412,61.9814,13
233120677,8.13,273.3544,62.2291,19
233120839,10.1,273.4085,62.5255,20
233120857,11.14,273.4587,62.5829,25
233120858,9.88,273.4576,62.5839,21
233120979,10.65,273.5292,62.8582,24
233121452,9.28,273.567,63.8121,21
233121747,4.56,273.4788,64.3975,25
233121908,9.52,273.3593,64.7659,23
233122592,11.2,273.7858,65.5538,20
233123488,10.26,273.599,63.4522,21
233124171,12.6,273.6156,62.0783,21
233124467,8.05,273.7474,61.5422,21
233124538,15.14,273.6243,61.3928,26
233126238,9.55,274.0238,61.5583,21
233126339,10.47,274.0141,61.7339,13
233127429,8.15,274.0603,64.0717,16
233127759,10.09,273.8793,64.8365,13
233127847,10.37,273.9473,65.0276,18
233128986,12.71,274.1649,64.3153,20
233129142,9.83,274.1856,63.9874,22
233130137,9.54,274.2161,61.9089,21
233130372,13.46,274.2319,61.4839,21
233130465,9.22,274.201,61.2923,13
233130512,14.63,274.1239,61.197,23
233131533,10.73,274.4876,60.5742,17
233132126,9.44,274.4392,61.8256,16
233152526,8.35,274.4227,65.0065,18
233152743,11.39,274.5173,65.5157,14
233153219,10.15,274.6251,65.2966,18
233153273,9.95,274.6497,65.1419,21
233153706,8.3,274.7385,64.2581,23
233154856,9.36,274.5912,61.9108,23
233155407,10.98,274.7356,60.8792,22
233155572,11.13,274.7573,60.5612,22
233155595,11.33,274.6587,60.5168,22
233157284,10.77,274.9341,62.4385,22
233157471,8.89,274.8923,62.7901,27
233157786,11.24,274.99,63.4152,15
233157939,12.41,275.0229,63.728,22
233158000,10.47,274.8967,63.8531,21
233158114,14.13,274.9621,64.0885,20
233158270,10.01,274.9584,64.3569,20
233158962,8.1,274.9069,65.8904,24
233159259,7.5,275.0807,65.3221,24
233160161,9.55,275.0793,63.4008,23
233160374,8.0,275.223,62.9552,27
233161721,11.04,275.1596,60.4457,13
233192934,7.42,264.0572,71.8783,26
233193358,8.91,263.9371,70.3227,26
233193585,5.73,264.1655,69.5695,27
233193629,11.62,263.9663,69.3741,23
233193894,10.05,263.9672,68.5277,16
233193908,5.55,264.1239,68.4888,23
233193944,7.64,264.1756,68.3835,17
233193964,6.85,264.1032,68.3322,22
233194447,8.71,263.95,66.7589,24
233194878,10.67,264.2595,66.5966,16
233195052,14.89,264.2524,67.0936,13
233195058,7.76,264.2697,67.1191,21
233195546,4.34,264.2379,68.7597,25
233196168,10.43,264.3652,71.0636,22
233196602,8.05,264.64,71.3341,20
233197293,8.55,264.6425,68.9144,25
233197921,15.01,264.5108,66.8965,25
233198578,13.23,265.0552,66.8931,21
233199292,6.55,265.0713,69.151,26
233199387,12.85,264.8686,69.4704,21
233199626,8.12,264.9046,70.1866,23
233199670,8.61,264.8155,70.335,22
233199678,11.44,264.829,70.3707,22
233199852,8.95,264.8594,70.9839,13
233199944,13.11,264.8331,71.2751,17
233200244,8.81,265.3372,71.511,25
233200532,9.01,265.3589,70.4648,21
233200748,9.87,265.3234,69.8002,14
233200871,10.7,265.3078,69.4262,19
233200932,8.74,265.2709,69.222,22
233201130,11.18,265.2887,68.5981,20
233201450,10.36,265.3739,67.5824,19
233201616,5.3,265.3472,67.1521,24
233201785,12.5,265.2236,66.6591,21
233202166,11.15,265.5018,66.297,21
233202337,16.74,265.6026,66.786,23
233202555,11.47,265.6612,67.4151,20
233202796,10.08,265.3921,68.0934,17
233203092,10.49,265.4625,69.0716,21
233203113,8.03,265.61,69.1335,14
233203155,11.46,265.5027,69.2653,22
233203211,11.39,265.4136,69.4848,17
233203368,9.15,265.5164,69.9966,21
233203518,10.68,265.4512,70.4854,13
233203884,9.07,265.4561,71.6641,13
233204484,9.99,265.7876,70.2222,24
233204783,13.16,265.781,69.2501,20
233205718,8.46,265.6821,66.7425,22
233205846,12.4,265.737,66.4429,21
233205987,9.07,265.7575,66.1116,13
233206560,8.99,266.1349,67.2939,21
233206585,9.72,266.0426,67.3789,24
233206727,8.06,266.0387,67.7427,21
233206916,16.24,266.0307,68.2382,24
233207052,9.56,266.02,68.6357,13
233207174,10.38,266.239,68.9938,21
233207198,7.33,265.9814,69.0738,25
233207239,10.39,265.9808,69.2098,21
233207585,10.2,266.0012,70.2593,24
233207646,8.47,266.2474,70.4482,22
233207883,9.04,266.0619,71.1988,19
233208220,11.87,266.3736,71.4653,21
233208285,10.48,266.5152,71.2437,21
233208400,12.63,266.3367,70.902,17
233208438,10.99,266.4253,70.7795,20
233208532,10.36,266.5632,70.4546,24
233208639,12.66,266.3431,70.1013,20
233208885,11.33,266.3517,69.3062,25
233209240,10.07,266.4569,68.2428,19
233210206,10.93,266.5915,66.2679,15
233210225,10.42,266.6109,66.3065,20
233211109,13.17,266.8363,68.8288,20
233211303,15.34,266.7702,69.3879,23
233211421,8.27,266.8005,69.7476,24
233211759,12.51,266.7728,70.7789,24
233211762,12.06,266.686,70.7845,24
233212451,13.27,267.0122,70.8827,25
233212727,10.48,266.9919,69.9838,15
233212839,12.41,266.8792,69.6735,20
233232014,10.53,266.9693,68.7063,19
233232310,12.41,266.9018,67.9062,18
233232456,12.38,267.0446,67.5252,13
233232493,10.17,266.9496,67.4134,16
233233165,13.58,267.1931,66.2502,16
233233639,11.45,267.2584,67.4366,22
233233715,9.1,267.4405,67.6461,21
233233781,11.36,267.4439,67.8647,18
233234460,9.46,267.3549,69.7008,23
233234793,13.3,267.238,70.6567,20
233235168,16.46,267.2679,71.7527,27
233235752,11.28,267.5022,70.3312,17
233237200,10.45,267.6076,66.2883,19
233238892,8.51,267.8658,70.2459,27
233239037,10.2,267.9442,70.6929,22
233239299,11.43,267.818,71.5651,13
233494936,6.32,248.8395,77.7552,19
233494956,8.15,248.9233,77.6283,21
233495044,8.67,249.1479,77.2219,22
233495065,7.82,248.8262,77.1203,23
233495199,12.34,249.1288,76.4996,14
233495734,8.95,248.892,74.1644,13
233495741,10.27,248.8423,74.1514,24
233496435,12.85,249.2699,72.288,16
233496615,13.7,249.3198,73.0076,23
233496705,7.62,249.5432,73.3268,28
233497034,8.21,249.5477,74.6571,26
233497379,9.8,249.3017,76.1638,27
233497719,12.88,249.5199,77.7565,15
233497870,10.98,249.9202,77.2979,18
233498293,13.42,249.9435,75.3976,22
233498444,13.17,249.7895,74.7909,22
233498447,10.75,249.6569,74.7716,13
233498788,10.61,249.6743,73.4154,13
233498916,9.43,249.9033,73.0016,23
233498959,9.76,249.9222,72.8956,16
233499061,10.75,249.6639,72.512,22
233499404,5.11,250.1772,72.6717,27
233499544,16.42,250.0996,73.1779,28
233499682,10.64,250.3117,73.7472,21
233499817,11.84,250.2877,74.2369,24
233500008,11.19,250.2224,75.1322,13
233500248,8.55,250.2565,76.2641,26
233500642,11.07,250.5702,77.7949,16
233500868,9.87,250.6799,76.7376,13
233500935,11.67,250.7399,76.4497,27
233500939,9.85,250.3929,76.4351,13
233500965,9.84,250.555,76.3062,14
233501030,11.22,250.4055,75.9927,13
233501287,12.93,250.7162,74.8772,25
233501332,9.8,250.6626,74.7077,22
233501351,10.83,250.6072,74.6382,13
233501675,12.64,250.655,73.3976,24
233501704,12.92,250.6219,73.3104,24
233501728,12.09,250.5018,73.2266,24
233501933,9.15,250.5086,72.4648,26
233502010,13.76,250.732,72.1923,18
233502388,12.05,250.9427,73.0983,23
233502473,13.29,250.7864,73.4195,24
233502535,8.97,250.7804,73.6981,23
233502697,8.9,250.8481,74.3751,23
233503079,10.34,250.9446,76.0771,13
233503280,9.7,251.0715,76.9945,24
233503400,5.61,250.7776,77.5151,24
233503533,10.75,251.2057,77.8292,19
233503636,11.59,251.2357,77.344,13
233504081,10.74,251.1814,75.4422,19
233504337,10.62,251.2772,74.4283,13
233504374,11.15,251.257,74.3258,19
233504391,13.6,251.4833,74.2563,13
233504702,11.37,251.1861,73.0476,23
233504752,14.04,251.4244,72.8565,15
233504762,8.23,251.3062,72.8268,27
233504880,10.47,251.4617,72.4509,21
233505016,10.71,251.3015,71.9493,13
233508020,8.12,270.488,53.6257,20
233513006,12.63,270.7196,52.8397,13
233513016,8.35,270.7874,52.8615,16
233513447,11.2,270.8066,53.9552,16
233513676,10.9,270.8731,53.4151,14
233514028,8.21,270.9025,52.5957,14
233519583,8.12,271.2737,53.3671,14
233520256,8.19,271.1868,51.8816,14
233524881,11.08,279.946,65.6329,16
233525242,11.08,279.9056,64.8383,27
233525703,10.32,280.1298,63.832,23
233525801,9.62,280.1301,63.6349,28
233526031,11.63,279.9845,63.2072,22
233526133,8.1,279.9891,63.0249,22
233526869,8.33,279.9504,61.7336,25
233527303,9.64,279.9977,60.9348,21
233527444,12.7,279.9222,60.6829,23
233527651,14.56,280.0866,60.3354,16
233528099,9.1,280.3724,60.3029,24
233528152,11.02,280.3194,60.4104,14
233528503,10.86,280.321,61.0095,21
233528550,10.41,280.3564,61.1112,21
233528682,16.23,280.2552,61.3426,26
233529295,9.35,280.2558,62.4353,21
233529335,9.65,280.2034,62.5063,27
233529444,5.3,280.2351,62.7498,26
233529474,9.58,280.3053,62.814,17
233529602,10.98,280.3731,63.0708,13
233529655,10.14,280.3314,63.1819,13
233529805,8.47,280.3827,63.453,22
233529981,14.24,280.1478,63.8123,22
233530909,12.16,280.3169,65.6876,23
233531143,11.49,280.6156,65.6483,13
233531285,9.59,280.4901,65.3044,21
233531814,14.04,280.6241,64.0517,19
233532220,11.5,280.4996,63.2775,23
233532554,9.6,280.4475,62.6764,26
233533189,5.95,280.4189,61.5467,25
233533233,13.54,280.4812,61.4746,21
233533506,11.21,280.498,60.983,14
233533537,10.13,280.5209,60.936,21
233533830,9.83,280.3855,60.4569,13
233534164,11.43,280.7012,59.9384,23
233534232,10.87,280.8587,60.0771,23
233535182,8.72,280.7856,61.7859,23
233535391,11.91,280.69,62.1799,22
233535488,14.09,280.6566,62.3565,26
233535738,11.24,280.7458,62.8184,14
233535898,10.88,280.6992,63.0844,15
233536069,8.58,280.8393,63.4208,24
233537201,8.9,280.994,65.8388,24
233537455,11.63,280.9438,65.2363,26
233537786,10.47,281.0442,64.4759,22
233537824,8.31,280.8831,64.3712,24
233538337,10.64,281.0469,63.2545,21
233539061,6.91,281.0883,61.9387,22
233539336,9.68,281.0343,61.4476,24
233539590,5.25,281.0761,61.0482,26
233539654,8.29,280.9893,60.918,19
233539736,10.48,281.0183,60.7701,26
233540482,13.21,281.2231,60.2564,21
233540536,5.71,281.1255,60.3488,26
233540578,9.43,281.2721,60.4226,14
233540897,9.83,281.3299,60.9295,21
233541069,10.74,281.2874,61.2111,22
233541312,8.26,281.1849,61.632,25
233541860,9.96,281.1978,62.6857,27
233542195,9.89,281.1316,63.3222,24
233542607,10.49,281.2122,64.1329,23
233543478,11.35,281.4575,65.8484,13
233544192,11.09,281.4712,64.3207,14
233544259,8.31,281.556,64.1952,28
233544878,13.67,281.4153,62.9614,23
233545908,12.62,281.5669,61.1728,23
233546272,11.89,281.5031,60.5802,18
233546325,10.58,281.3793,60.4903,21
233546385,8.74,281.39,60.3944,21
233547261,13.24,281.7385,60.8958,28
233567994,13.47,281.8193,62.743,13
233568014,12.35,281.7346,62.7868,23
233568189,10.18,281.8069,63.1138,24
233568822,11.06,281.745,64.2932,23
233569141,9.31,281.7198,64.8922,25
233570206,8.4,281.9314,64.6496,13
233570240,13.29,281.9964,64.5821,22
233570423,9.38,281.843,64.282,23
233570669,10.68,282.0405,63.7696,23
233571087,8.54,281.9372,62.9589,13
233571327,9.62,281.8806,62.5004,22
233571681,14.43,281.9329,61.8505,25
233571764,11.45,281.943,61.7174,15
233571918,9.6,281.8911,61.4934,21
233571931,10.05,282.0805,61.4617,21
233573077,10.6,282.1475,60.26,18
233573215,8.23,282.2026,60.4766,25
233573351,12.74,282.1283,60.6807,17
233573905,10.38,282.1965,61.585,27
233574062,10.41,282.1553,61.87,17
233574148,10.94,282.3166,62.0073,13
233574185,9.81,282.1521,62.0541,20
233574265,11.9,282.1223,62.2092,22
233574434,10.96,282.1232,62.5202,22
233574783,11.45,282.2942,63.1554,23
233574808,11.52,282.1894,63.211,23
233575440,14.35,282.111,64.4418,14
233576098,10.73,282.2414,65.7926,16
233576159,12.54,282.204,65.9416,13
233576389,8.3,282.3721,65.4896,13
233576406,9.95,282.3402,65.4624,13
233576565,8.66,282.4164,65.1825,24
233576872,12.21,282.4669,64.5276,18
233576889,10.39,282.3898,64.4931,23
233577023,12.89,282.4599,64.2318,27
233578672,10.4,282.4515,61.27,22
233579606,10.76,282.7427,60.1245,22
233579776,8.28,282.7686,60.3811,24
233579792,9.92,282.7909,60.4039,13
233580065,5.64,282.5751,60.8376,28
233580483,14.31,282.5938,61.5176,21
233580734,8.05,282.6472,61.9813,28
233581013,13.76,282.7246,62.5362,23
233602172,10.19,282.6928,63.2119,23
233602506,11.02,282.707,63.8257,24
233602827,12.26,282.7371,64.4195,27
233603108,12.06,282.7116,64.9389,22
233603709,11.52,282.9256,65.6695,24
233604931,10.98,283.039,63.3297,23
233604949,12.23,282.9405,63.3025,21
233605002,8.17,283.0281,63.2087,27
233605432,8.71,283.0026,62.4005,24
233605441,10.47,282.9321,62.3823,14
233605660,11.61,283.0039,61.9971,28
233606245,9.22,282.9035,61.0396,26
233606339,8.53,282.8586,60.884,22
233606647,7.82,282.9088,60.4339,29
233607836,14.15,283.2833,61.2233,26
233608669,9.72,283.205,62.6126,13
233608848,11.03,283.0857,62.9291,23
233609495,14.71,283.2918,64.173,22
233609595,10.65,283.1494,64.3778,23
233610258,12.01,283.1644,65.7376,22
233610761,10.83,283.3304,65.0819,18
233611115,16.19,283.5142,64.4575,15
233611169,10.36,283.4044,64.3607,22
233611282,12.45,283.4948,64.1714,22
233611973,10.16,283.4295,62.9237,23
233612258,11.52,283.3058,62.4273,24
233612454,9.64,283.3672,62.0885,23
233612467,10.12,283.4323,62.0775,24
233613367,9.77,283.5167,60.631,27
233613741,7.15,283.4362,60.0179,29
233613892,10.01,283.7212,60.0893,19
233614230,12.8,283.6312,60.5907,22
233614513,13.22,283.7244,61.0534,21
233614532,8.11,283.6818,61.0883,24
233614577,11.14,283.6321,61.1634,22
233614943,12.57,283.7329,61.8307,23
233615219,10.21,283.721,62.2889,13
233615823,10.66,283.6929,63.3582,25
233616461,12.97,283.7317,64.4689,22
233616906,11.32,283.7201,65.3378,23
233617847,9.6,283.7944,64.5312,26
233618191,12.43,284.0066,63.8589,23
233618286,10.68,283.9035,63.6955,16
233618393,13.38,283.9254,63.4882,24
233619078,11.32,283.9404,62.283,16
233619234,11.0,283.9017,62.0144,13
233619917,9.64,283.8312,60.9234,13
233621588,11.02,284.1011,61.5174,23
233621662,10.77,284.0733,61.6474,20
233622256,9.67,284.1064,62.6438,22
233622541,10.5,284.218,63.1023,23
233622693,10.66,284.0338,63.4654,13
233623010,10.5,284.0883,64.12,23
233623612,4.81,284.1069,65.2579,28
233624204,10.61,284.3463,65.3761,13
233624367,8.26,284.4521,65.0723,28
233624495,7.71,284.3478,64.8301,26
233624874,8.57,284.3065,64.106,23
233624968,10.49,284.3074,63.9274,17
233625035,8.8,284.3353,63.7958,13
233625787,5.68,284.3223,62.3965,28
233625914,11.02,284.3901,62.1694,20
233626738,11.45,284.3086,60.7705,13
233627444,9.74,284.5927,60.2088,22
233627752,6.94,284.6413,60.6675,13
233628132,10.86,284.6433,61.2818,13
233628400,10.25,284.6696,61.7023,24
233628452,11.3,284.7034,61.8023,15
233628522,9.76,284.5471,61.9478,13
233628527,12.1,284.5678,61.9569,29
233628695,13.27,284.637,62.2757,23
233629356,11.0,284.6271,63.4018,13
233629373,7.88,284.6101,63.4337,29
233629643,9.83,284.6964,63.9153,15
233629963,12.97,284.5546,64.489,14
233631111,10.36,284.7646,65.1256,23
233631155,11.83,284.9675,65.0346,13
233631664,8.54,284.9878,64.0532,22
233631689,8.08,284.7972,64.0147,26
233631824,10.16,284.8754,63.793,23
233632072,9.21,284.9387,63.3582,28
233632283,8.05,284.8926,63.0141,23
233632813,12.13,284.9858,62.1196,23
233633066,8.75,284.9771,61.6714,25
233633993,11.87,284.7678,60.1545,27
233656965,12.87,259.5374,64.937,21
233656978,12.79,259.6857,64.8872,21
233657068,11.98,259.7195,64.549,20
233657132,10.45,259.6407,64.3648,13
233657141,13.67,259.7213,64.2963,25
233657380,10.71,259.6631,63.3834,16
233657572,11.88,259.6545,62.7328,27
233657878,11.39,259.5998,61.6661,16
233657951,12.55,259.6579,61.4322,19
233658012,13.41,259.6528,61.1783,21
233658025,8.02,259.5722,61.1348,26
233658147,10.47,259.7301,60.7466,26
233658231,10.23,259.5745,60.548,22
233658805,10.14,259.8372,61.1178,21
233658918,10.48,259.8897,61.4475,22
233659054,11.78,259.9137,61.8698,26
233659603,11.12,259.7756,63.77,15
233659648,8.37,259.8115,63.9323,13
233659805,9.27,259.9046,64.4971,13
233660053,10.65,259.8693,65.375,17
233660303,7.31,260.1754,65.64,26
233660408,10.14,260.0801,65.2727,22
233660596,9.3,260.0691,64.5686,22
233660610,11.82,260.014,64.4931,13
233660832,11.21,260.0907,63.6559,19
233678930,10.27,260.0297,61.9542,22
233678984,8.85,260.1595,61.7792,27
233679255,9.75,260.2015,60.9949,22
233679405,12.21,260.0306,60.5604,23
